+------------+----------+-------------------------------------------------------------------------------------------------+-------------------+
| ChapterNum | VerseNum |                                              Text                                               |       Metre       |
| 14         | 5        | śuklavastrasrajā yuktā sātigauraṃ prajāyate|                                                    | anuṣṭubh          |
| 14         | 5        | gṛhītagarbhā yā nārī bāladhānyāni sevate||                                                      | anuṣṭubh          |
| 14         | 6        | kṛṣṇakodravatailādi māṣakṛṣṇayavodanam|                                                         | anuṣṭubh          |
| 14         | 6        | kṛṣṇavastrasrajādīni tasyāḥ kṛṣṇaḥ prajāyate||                                                  | anuṣṭubh          |
| 14         | 7        | devy{ }uvāca|*                                                                                  | speakerindication |
| 14         | 7        | jātyandho jāyate kasmān ṣaṇḍhobhīrur{ }hatendriyaḥ|                                             | anuṣṭubh          |
| 14         | 7        | kujo vā vāmano vāpi paṅgavaḥ sthūlaśiraḥ katham||                                               | anuṣṭubh          |
| 14         | 8        | bhagavān{ }uvāca|*                                                                              | speakerindication |
| 14         | 8        | gṛhītagarbhā yā nārī tīkṣṇoṣṇāny{ }upasevate|                                                   | anuṣṭubh          |
| 14         | 8        | laśunānipalāṇḍūni karañjamūlakāni ca||                                                          | anuṣṭubh          |
| 14         | 9        | pippalīśṛṅgaveraṃ ca sarṣapānmaricāni ca|                                                       | anuṣṭubh          |
| 14         | 9        | āsavaś{ }ca parikliṣṭā ye cānye kaṭutiktakāḥ||                                                  | anuṣṭubh          |
| 14         | 10       | tīkṣṇaṃ tu sevamānā yā jātyandho jāyate sutaḥ|                                                  | anuṣṭubh          |
| 14         | 10       | mithyāpacārāḥ strīpuṃso vyāpanne śukraśoṇite|                                                   | anuṣṭubh          |
| 14         | 10       | yadā garbhāśaye raktaṃ striyāḥ pūrvaṃ niṣicyate||                                               | anuṣṭubh          |
| 14         | 11       | paścāc{ }chukraṃ raktakāle tadāṣaṇḍaḥ prajāyate|                                                | anuṣṭubh          |
| 14         | 11       | trastodvigno yadā bhītastrīpuṃsāṃsūpajāyate||                                                   | anuṣṭubh          |
| 14         | 12       | tatra yo jāyate garbhabhiruḥ krandanako bhavet|                                                 | anuṣṭubh          |
| 14         | 12       | nisargakāle śukrasya vighna utpadyate yadā||                                                    | anuṣṭubh          |
| 14         | 13       | indriyāvartavighne tu tadā jāyed{ }atindriyaḥ|                                                  | anuṣṭubh          |
| 14         | 13       | gṛhītagarbhā yā nārī vātalāny{ }upasevate||                                                     | anuṣṭubh          |
| 14         | 14       | kaṭukāni kaṣāyāni tiktāni ca viśeṣataḥ|                                                         | anuṣṭubh          |
| 14         | 14       | vātaḥ prakupitas{ }tasyā garbham ātuhya tiṣṭhati||                                              | anuṣṭubh          |
| 14         | 15       | kubjas{ }tu jāyate tasmād{ }garbhād{ }vātanipīḍanāt|                                            | anuṣṭubh          |
| 14         | 15       | nityasāsavaśīlāyā tathā cotkaṭukāśanā||                                                         | anuṣṭubh          |
| 14         | 16       | tasyā saṃhanyate garbho vāmanas{ }tena jāyate|                                                  | anuṣṭubh          |
| 14         | 16       | ativyāyāmaśīlā tu ya nārī viṣamāsanī||                                                          | anuṣṭubh          |
| 14         | 17       | garbhaḥ saṃkṣubhyate tasyāḥ paṣaṇḍas{ }tenopajāyate|                                            | anuṣṭubh          |
| 14         | 17       | gṛhītagarbhā yā nārī rūkṣadhānyāni sevate||                                                     | anuṣṭubh          |
| 14         | 18       | vātaśleṣmaśirastho vai tasyā garbhasya kupyate|                                                 | anuṣṭubh          |
| 14         | 18       | tataḥ sthūlaśirās{ }tena pumān{ }jāyaty{ }asaṃśayaḥ||                                           | anuṣṭubh          |
| 14         | 19       | devy{ }uvāca|*                                                                                  | speakerindication |
| 14         | 19       | karālāṅgā hanuḥ paṅgūr{ }mūko gadgadabhāṣakaḥ|                                                  | anuṣṭubh          |
| 14         | 19       | vikṛtākṣas{ }tv{ }anakṣo vā bhavadrasvagudaḥ katham||                                           | anuṣṭubh          |
| 14         | 20       | bhagavān{ }uvāca|*                                                                              | speakerindication |
| 14         | 20       | karālas{ }tena doṣeṇa jāyate mānavas{ }tathā|                                                   | anuṣṭubh          |
| 14         | 20       | atha karālaṃ kurute nārī lamboticūcukā|                                                         | anuṣṭubh          |
| 14         | 20       | tasmād{ }anena doṣeṇa karālo jāyate pumān||                                                     | anuṣṭubh          |
| 14         | 21       | gṛhītagarbhā yā nārī raktapittāmayārditā|                                                       | anuṣṭubh          |
| 14         | 21       | gohanuṃ janayet{ }yeṣā raktapittaprakopitaḥ||                                                   | anuṣṭubh          |
| 14         | 22       | gṛhītagarbhā yā nārī vātaśūlair{ }upadrutā|                                                     | anuṣṭubh          |
| 14         | 22       | śukro dāvartanī cāpi paṅgū janayate sutam||                                                     | anuṣṭubh          |
| 14         | 23       | kṣudhārtā vedanārtā ca satataś{ }copavāsinī|                                                    | anuṣṭubh          |
| 14         | 23       | mūkaṃ janayate bālaṃ dauhṛdaś{ }ca vimānitā||                                                   | anuṣṭubh          |
| 14         | 24       | gṛhītagarbhā yā nārī visṛjet - māsa māsikam|                                                    | anuṣṭubh          |
| 14         | 24       | anakṣo jāyate tasyā garbhaśoṇitasaṃkṣayāt||                                                     | anuṣṭubh          |
| 14         | 25       | atha grastā yadā nārī vāto dāvartapīḍitā|                                                       | anuṣṭubh          |
| 14         | 25       | gṛhītagarbhā rukṣāṇi vātalāny{ }upasevate||                                                     | anuṣṭubh          |
| 14         | 26       | vātasthānantatas{ }tasyā garbhasyāpīḍitaṃ bhavet|                                               | anuṣṭubh          |
| 14         | 26       | agudo jāyate tasmāj{ }jātaś{ }cāpi na jīvati||                                                  | anuṣṭubh          |
| 14         | 27       | devy{ }uvāca|*                                                                                  | speakerindication |
| 14         | 27       | hīnāṅgo jāyate kasmād{ }adhikāṅgo 'pi vā katham|                                                | anuṣṭubh          |
| 14         | 27       | śvetapiṅgekṣaṇaḥ kasmāt{ }kathaṃ lohitalocanaḥ||                                                | anuṣṭubh          |
| 14         | 28       | bhagavān{ }uvāca|*                                                                              | speakerindication |
| 14         | 28       | garbhasya jāyamānasya - - -  jāyate nilaḥ|                                                      | anuṣṭubh          |
| 14         | 28       | vātābhyāṃ śleṣmaṇāt - - - tadaṅgaṃ parihīyate||                                                 | anuṣṭubh          |
| 14         | 29       | hīnāṅgo jāyate tasmāt{ }pumān{ }vātaprakopataḥ|                                                 | anuṣṭubh          |
| 14         | 29       | gṛhītagarbhā yā nārī madhurāṇy{ }upasevate||                                                    | anuṣṭubh          |
| 14         | 30       | śṛṅgāṭakakalotyāni śālūkāni viśāni ca|                                                          | anuṣṭubh          |
| 14         | 30       | mocaṃ tālaphalaṃ caiva nārikelaphalaṃ tathā||                                                   | anuṣṭubh          |
| 14         | 31       | atikṣṇaṃ sevamānā tu adhikāṅgaṃprasūyate|                                                       | anuṣṭubh          |
| 14         | 31       | piṅgākṣaḥ śleṣmapittābhyāṃ śvetākṣaḥ śleṣmaṇā bhavet||                                          | anuṣṭubh          |
| 14         | 32       | devy{ }uvāca|*                                                                                  | speakerindication |
| 14         | 32       | kathaṃ vā jāyate putraḥ kanyakā kena jāyate|                                                    | anuṣṭubh          |
| 14         | 32       | apumān{ }kena jāyeta dviyamā triyamā tathā||                                                    | anuṣṭubh          |
| 14         | 33       | bhagavān{ }uvāca|*                                                                              | speakerindication |
| 14         | 33       | śukrādhikaḥ pumān{ }jñeyaḥ kanyā raktādhikā bhavet|                                             | anuṣṭubh          |
| 14         | 33       | raktaśukrasamatvena jāyate sa napuṃsakaḥ||                                                      | anuṣṭubh          |
| 14         | 34       | piṇḍībhūto yadā garbha mārutau vibhaved{ }dvidhā|                                               | anuṣṭubh          |
| 14         | 34       | evaṃ te dviyamā jñeyās{ }triyamā ca tridhā kṛte||                                               | anuṣṭubh          |
| 14         | 35       | devy{ }uvāca|*                                                                                  | speakerindication |
| 14         | 35       | śoṇitaṃ māṃsa medaś{ }ca asthi majjā ca pañcamī|                                                | anuṣṭubh          |
| 14         | 35       | śarīrasthāni dṛśyante śukrasthānaṃ na dṛśyate||                                                 | anuṣṭubh          |
| 14         | 36       | tasyotpattiś{ }ca sthānaṃ ca jñātum{ }icchāmi tattvataḥ|                                        | anuṣṭubh          |
| 14         | 36       | kathayasva trilokeśa cchettum{ }arhasi saṃśayaḥ||                                               | anuṣṭubh          |
| 14         | 37       | bhagavān{ }uvāca|*                                                                              | speakerindication |
| 14         | 37       | manaḥ śukrasya prabhavaṃ ghrāṇaṃ śrotraṃ tathākṣiṇī|                                            | anuṣṭubh          |
| 14         | 37       | sthānaṃ tu sarvāṅgasamasparśāt{ }sparśaḥ pravartate||                                           | anuṣṭubh          |
| 14         | 38       | yathā niṣiktaṃ kṣīraṃ tu payasād{ }dadhi jāyate|                                                | anuṣṭubh          |
| 14         | 38       | pramathyamānadadhnas{ }tu sarpiso 'pi tathāgamaḥ||                                              | anuṣṭubh          |
| 14         | 39       | evaṃ śarīra nirgaccet - śukraṃ śukravahā śirāḥ|                                                 | anuṣṭubh          |
| 14         | 39       | pūrayitvānupūrveṇa asthayo pratipadyate||                                                       | anuṣṭubh          |
| 14         | 40       | tatas{ }tu tāḥ śukravahā meḍhranābhīm{ }anusṛtāḥ|                                               | anuṣṭubh          |
| 14         | 40       | nāśukraṃ tat{ }tu siñcanti tasmād{ }garbhasya sambhavaḥ||                                       | anuṣṭubh          |
| 14         | 41       | devy{ }uvāca|*                                                                                  | speakerindication |
| 14         | 41       | kathaṃ vedayate jāti kathaṃ jātismaro bhavet|                                                   | anuṣṭubh          |
| 14         | 41       | etasmin{ }saṃśayaṃ me 'dya chettum{ }arhasi śaṅkara||                                           | anuṣṭubh          |
| 14         | 42       | bhagavān{ }uvāca|*                                                                              | speakerindication |
| 14         | 42       | bhāvitātmāṃ ca yo jantur{ }devi bhogādhikaṃ ca yat|                                             | anuṣṭubh          |
| 14         | 42       | brahmavid{ }jñānasaṃyuktaḥ sa jātiṃ smarate pumān||                                             | anuṣṭubh          |
| 14         | 43       | devy{ }uvāca|*                                                                                  | speakerindication |
| 14         | 43       | kathaṃ sadyo gṛhītasya liṅgagarbhasya dṛśyate|                                                  | anuṣṭubh          |
| 14         | 43       | etat{ }kathaya deveśa rahaḥ kāle maheśvara||                                                    | anuṣṭubh          |
| 14         | 44       | bhagavān{ }uvāca|*                                                                              | speakerindication |
| 14         | 44       | pipāśāromaharṣaṃ ca vepanaṃ gātrasīdanam|                                                       | anuṣṭubh          |
| 14         | 44       | nidrāsvedaṃ ca tandrā ca muhūrtam{ }upajāyate||                                                 | anuṣṭubh          |
| 14         | 45       | nikledatvaṃ kharatvaṃ ca yonyāt{ }samupajāyate|                                                 | anuṣṭubh          |
| 14         | 45       | na cārdravaṃvai dṛśyeta śukrasya rajaso 'pi vā|                                                 | anuṣṭubh          |
| 14         | 45       | sadyogṛhītagarbhāyā liṅgāny{ }etāni tattvataḥ||                                                 | anuṣṭubh          |
| 14         | 46       | devy{ }uvāca|*                                                                                  | speakerindication |
| 14         | 46       | kena liṅgena vijñeyaṃ putrajanma maheśvara|                                                     | anuṣṭubh          |
| 14         | 46       | kanyakā kena liṅgena jñāyate kathayasva me||                                                    | anuṣṭubh          |
| 14         | 47       | bhagavān{ }uvāca|*                                                                              | speakerindication |
| 14         | 47       | pādorujaṅghapārśvaś{ }ca dakṣiṇaṃ yadi hy{ }unnataḥ|                                            | anuṣṭubh          |
| 14         | 47       | dakṣiṇaṃ vipulaṃ tatra tadā putraḥ prajāyate||                                                  | anuṣṭubh          |
| 14         | 48       | vāmaś{ }caiva yadā paśyet{ }tadā jāyeta kanyakā|                                                | anuṣṭubh          |
| 14         | 48       | unnataṃ madhyamasthāś{ }ca tadā jāyet - napuṃsakam||                                            | anuṣṭubh          |
| 14         | 49       | devy{ }uvāca|*                                                                                  | speakerindication |
| 14         | 49       | puṃsā kapolaromāni khalitaṃ kena jāyate|                                                        | anuṣṭubh          |
| 14         | 49       | kathaṃ strīṇāṃ na jāyeta romāṇi khalitaṃ tathā||                                                | anuṣṭubh          |
| 14         | 50       | bhagavān{ }uvāca|*                                                                              | speakerindication |
| 14         | 50       | tathā vṛṣaṇagā jantor yasya retovahā śiraḥ|                                                     | anuṣṭubh          |
| 14         | 50       | nibaddhā mastake tālu kapolās{ }tu samāśritāḥ||                                                 | anuṣṭubh          |
| 14         | 51       | taiḥ kapoleṣu romāṇi jāyante antaretasaḥ|                                                       | anuṣṭubh          |
| 14         | 51       | khalitaṃ śukradoṣeṇa narāṇām{ }upajāyate||                                                      | anuṣṭubh          |
| 14         | 52       | śirā śukravahā strīṇāṃ na śūnyasyānna jāyate|                                                   | anuṣṭubh          |
| 14         | 52       | yātmāpālo ca kās{ }tv{ }agni dṛṣṭimaṇḍalasaṃśritaḥ ?||                                          | anuṣṭubh          |
| 14         | 53       | śoṇitai soktikoṣṭasthanniśoṣayati tattvataḥ|                                                    | anuṣṭubh          |
| 14         | 53       | nibaddhanty{ }akṣipakṣmāṇi tena romāṇi ca bhruvoḥ||                                             | anuṣṭubh          |
| 14         | 54       | aśukratvāc{ }ca nārīṇāṃ khalitaṃ nopajāyate|                                                    | anuṣṭubh          |
| 14         | 54       | chāyāvyapagatasnehā rukṣāgātraśiroruhā|                                                         | anuṣṭubh          |
| 14         | 54       | grasatosmābhajaṭharā mṛtagarbhaḥ prajāyate||                                                    | anuṣṭubh          |
| 14         | 55       | devy{ }uvāca|*                                                                                  | speakerindication |
| 14         | 55       | somadhātu kathaṃ jñeyā agnidhātus{ }tatheśvara|                                                 | anuṣṭubh          |
| 14         | 55       | pṛthagbhāgaviśeṣeṇa kathayasva maheśvara||                                                      | anuṣṭubh          |
| 14         | 56       | bhagavān{ }uvāca|*                                                                              | speakerindication |
| 14         | 56       | śleṣmamedas{ }tathā snāyuḥ asthidantanakhāni ca|                                                | anuṣṭubh          |
| 14         | 56       | striyās{ }tanyaś{ }ca śukraś{ }ca yac{ }ca śvetaṃ tathākṣiṣu||                                  | anuṣṭubh          |
| 14         | 57       | eteṣāṃ saumyabhāgatvāc{ }chvetatvam{ }upajāyate|                                                | anuṣṭubh          |
| 14         | 57       | āgneyabhāvād{ }raktatvaṃ kṛṣṇatvaṃ cāpi gacchati||                                              | anuṣṭubh          |
| 14         | 58       | tvagmāṃsarudhiraṃ majjādṛṣṭiroma tathaiva ca|                                                   | anuṣṭubh          |
| 14         | 58       | āgneyadhātu somaś{ }ca kathito 'smi varānane|                                                   | anuṣṭubh          |
| 14         | 58       | brūhi brūhi viśālākṣi yady{ }asti tava saṃśayaḥ||                                               | anuṣṭubh          |
| 14         | 0        | <COLOPHON>iti vṛṣasārasaṃgrahe praśnavyākaraṇo nāmaś caturdaśo 'dhyāyaḥ</COLOPHON>              | colophon          |
| 15         | 1        | devy{ }uvāca|*                                                                                  | speakerindication |
| 15         | 1        | jīvabhūteti yat{ }proktaṃ lakṣaṇaṃ kīdṛśaṃ bhavet|                                              | anuṣṭubh          |
| 15         | 1        | sthānam{ }asya na jānāmi rūpaṃ varṇaṃ ca īśvara||                                               | anuṣṭubh          |
| 15         | 2        | etat{ }kautūhalaṃ chindhi saṃśayaṃ parameśvara|                                                 | anuṣṭubh          |
| 15         | 2        | na cānyad{ }eva paśyāmi jīvanirṇaya kīrtaya||                                                   | anuṣṭubh          |
| 15         | 3        | īśvara uvāca|*                                                                                  | speakerindication |
| 15         | 3        | jīvasya lakṣaṇaṃ devi kathituṃ kena śakyate|                                                    | anuṣṭubh          |
| 15         | 3        | na rūpavarṇaṃ jīvasya vidyate sthānam{ }eva ca||                                                | anuṣṭubh          |
| 15         | 4        | vyāpi sarvagataṃ sūkṣmaṃ sarvam{ }āśritya tiṣṭhati|                                             | anuṣṭubh          |
| 15         | 4        | nirālambam{ }anādhāram{ }anaupamyaṃ nirañjanam||                                                | anuṣṭubh          |
| 15         | 5        | araṇistho yathā vahniḥ kāṣṭheṣu nopalabhyate|                                                   | anuṣṭubh          |
| 15         | 5        | tadvaj{ }jīvo na paśyeta śarīrastho 'pi sundari||                                               | anuṣṭubh          |
| 15         | 6        | dadhivac{ }ca yathā sarpir{ }dṛśyate na ca dṛśyate|                                             | anuṣṭubh          |
| 15         | 6        | tadvaj{ }jīvaḥ śarīrastho dṛśyate na ca dṛśyate||                                               | anuṣṭubh          |
| 15         | 7        | devy{ }uvāca|*                                                                                  | speakerindication |
| 15         | 7        | adṛṣṭapratyayo hy{ }asti nāsti pratyayadarśanam|                                                | anuṣṭubh          |
| 15         | 7        | vyāpī kathaṃ mahādeva sarvatrāvasthitaḥ katham||                                                | anuṣṭubh          |
| 15         | 8        | maheśvara{ }uvāca|*                                                                             | speakerindication |
| 15         | 8        | asaṃśayo mahādevi vyāpī sarvagataḥ śivaḥ|                                                       | anuṣṭubh          |
| 15         | 8        | dṛśyatendriyasaṃyogāj{ }jīvapratyayadarśanam||                                                  | anuṣṭubh          |
| 15         | 9        | yathākāśasthito vāyuḥ śabdasparśaguṇānvitaḥ|                                                    | anuṣṭubh          |
| 15         | 9        | tadvad{ }dehī vijānīyād{ }guṇaceṣṭena nānyathā||                                                | anuṣṭubh          |
| 15         | 10       | devy{ }uvāca|*                                                                                  | speakerindication |
| 15         | 10       | vyāpīti kathitaḥ pūrvaṃ jīvaḥ sarvagato 'pi ca|                                                 | anuṣṭubh          |
| 15         | 10       | taṃ vṛthā kathito 'sy{ }adya mriyate kena hetunā||                                              | anuṣṭubh          |
| 15         | 11       | īśvara uvāca|*                                                                                  | speakerindication |
| 15         | 11       | na jīvo mriyate devi sarveṣāṃ surasundari|                                                      | anuṣṭubh          |
| 15         | 11       | ghaṭāntastho yathākāśo bahirākāśavad{ }yathā||                                                  | anuṣṭubh          |
| 15         | 12       | ghaṭabhinne viśālākṣi viśeṣo nopalakṣyate|                                                      | anuṣṭubh          |
| 15         | 12       | dehabhinne yadā devi vināśo nopalabhyate||                                                      | anuṣṭubh          |
| 15         | 13       | susūkṣmaḥ sarvago vyāpī paramātmānam{ }avyayaḥ|                                                 | anuṣṭubh          |
| 15         | 13       | bahir{ }antaś{ }ca bhūtānām{ }acaraś{ }cara eva saḥ||                                           | anuṣṭubh          |
| 15         | 14       | aprameyo 'vināśī ca aprapañcaḥ prapañcakaḥ|                                                     | anuṣṭubh          |
| 15         | 14       | sarvendriyaguṇābhāsaḥ sarvendriyavivarjitaḥ||                                                   | anuṣṭubh          |
| 15         | 15       | evam{ }eṣa mahādevi jīvasya varavarṇini|                                                        | anuṣṭubh          |
| 15         | 15       | kathito 'smi samāsena kim{ }anyac{ }chrotum{ }icchasi||                                         | anuṣṭubh          |
| 15         | 16       | devy{ }uvāca|*                                                                                  | speakerindication |
| 15         | 16       | sāraśreṣṭhaṃ mahādeva kathayeśāna īśvara|                                                       | anuṣṭubh          |
| 15         | 16       | śrotum{ }icchāmi deveśa mānuṣāṇāṃ hitaṃ vada||                                                  | anuṣṭubh          |
| 15         | 17       | īśvara{ }uvāca|*                                                                                | speakerindication |
| 15         | 17       | āśramāṇāṃ gṛhī śreṣṭho varṇaśreṣṭhā dvijātayaḥ|                                                 | anuṣṭubh          |
| 15         | 17       | aśvamedhaḥ kratuśreṣṭho japaśreṣṭho 'ghamarṣaṇaḥ||                                              | anuṣṭubh          |
| 15         | 18       | devatānāṃ hariḥ śreṣṭhaḥ śreṣṭhā gaṅgā nadīṣu ca|                                               | anuṣṭubh          |
| 15         | 18       | anāśanas{ }tapaḥśreṣṭhas{ }tīrthaśreṣṭhaḥ suradrahaḥ||                                          | anuṣṭubh          |
| 15         | 19       | kṣomaṃ vastreṣu ca śreṣṭhaṃ yaśaḥ śreṣṭhaṃ vibhūṣaṇam|                                          | anuṣṭubh          |
| 15         | 19       | bhārataṃ śrutiṣu śreṣṭhaṃ vrataśreṣṭho dayāparaḥ||                                              | anuṣṭubh          |
| 15         | 20       | dāneṣu cābhayaṃ śreṣṭhaṃ manaḥ śreṣṭhendriyeṣu ca|                                              | anuṣṭubh          |
| 15         | 20       | vidyā saṃgrahaṣu śreṣṭhā satyaṃ śreṣṭhaṃ vacaḥsu ca||                                           | anuṣṭubh          |
| 15         | 21       | āyudhānāṃ dhanuḥ śreṣṭhaṃ bāndhaveṣu ca mātaraḥ|                                                | anuṣṭubh          |
| 15         | 21       | jñānam{ }auṣadhiṣu śreṣṭhaṃ vaidyaśreṣṭhaḥ śivākṣaraḥ||                                         | anuṣṭubh          |
| 15         | 22       | akāraś{ }cākṣaraḥ śreṣṭho dharmaśreṣṭho hy{ }ahiṃsakaḥ|                                         | anuṣṭubh          |
| 15         | 22       | paśuṣu saurabhī śreṣṭhā nareṣu ca narādhipaḥ||                                                  | anuṣṭubh          |
| 15         | 23       | māsi mārgaśiraḥ śreṣṭhaṃ kṛtaḥ śreṣṭhaś{ }caturyuge|                                            | anuṣṭubh          |
| 15         | 23       | vasanta ṛtuṣu śreṣṭhaḥ śreṣṭhaṃ cāyanam{ }uttaram||                                             | anuṣṭubh          |
| 15         | 24       | amāvāsyā dinaśreṣṭhā grahaśreṣṭho divākaraḥ|                                                    | anuṣṭubh          |
| 15         | 24       | strīṣu lakṣmīr{ }dhṛtiḥ śreṣṭhā vasuśreṣṭho hutāśanaḥ||                                         | anuṣṭubh          |
| 15         | 25       | ṛṣiṣu uśaṇā śreṣṭhaḥ kāntiśreṣṭho niśākaraḥ|                                                    | anuṣṭubh          |
| 15         | 25       | nakṣatreṣv{ }abhijit śreṣṭhaḥ kālaḥ śreṣṭhaḥ kaleṣu ca ||                                       | anuṣṭubh          |
| 15         | 26       | vedeṣu ca varaṃ sāma sthāvareṣu himālayaḥ|                                                      | anuṣṭubh          |
| 15         | 26       | aśvattho vaṭa vṛkṣeṣu bhūteṣu vara cetanaḥ||                                                    | anuṣṭubh          |
| 15         | 27       | adhyātma sarvavidyāsu vākya satya vara smṛtaḥ|                                                  | anuṣṭubh          |
| 15         | 27       | prahlādo vara daityeṣu yakṣarakṣo dhaneśvaraḥ||                                                 | anuṣṭubh          |
| 15         | 28       | marīcir{ }vara vāteṣu hariḥ śreṣṭho mṛgeṣu ca|                                                  | anuṣṭubh          |
| 15         | 28       | sādhya nārāyaṇaḥ śreṣṭhaḥ pitṝṇāṃ ca pitāmahaḥ||                                                | anuṣṭubh          |
| 15         | 29       | etat{ }samāsato devi kathito 'si varānane|                                                      | anuṣṭubh          |
| 15         | 29       | sarvasāraṃ samuddhṛtya kiṃ bhūyaḥ kathayāmy{ }aham||                                            | anuṣṭubh          |
| 15         | 0        | <COLOPHON>iti vṛṣasārasaṃgrahe jīvanirṇayo nāmādhyāyaḥ pañcadaśamaḥ</COLOPHON>                  | colophon          |
| 16         | 1        | devy{ }uvāca|*                                                                                  | speakerindication |
| 16         | 1        | adhunā śrotum{ }icchāmi yogasadbhāvanirṇayam|                                                   | anuṣṭubh          |
| 16         | 1        | karaṇaṃ ca yathānyāyaṃ kathayasva sureśvara||                                                   | anuṣṭubh          |
| 16         | 2        | īśvara uvāca|*                                                                                  | speakerindication |
| 16         | 2        | śṛṇu devi pravakṣyāmi yogasadbhāvam{ }uttamam|                                                  | anuṣṭubh          |
| 16         | 2        | yaṃ viditvā na paśyanti janāḥ saṃsārabandhanam||                                                | anuṣṭubh          |
| 16         | 3        | brahmahā gurutalpī vā surāpasteya eva vā|                                                       | anuṣṭubh          |
| 16         | 3        | athavā saṃkare jātas{ }tat{ }sarvam{ }apanodati||                                               | anuṣṭubh          |
| 16         | 4        | muhūrtārdhe muhūrte vā prāṇāyāmaparāyaṇaḥ|                                                      | anuṣṭubh          |
| 16         | 4        | dhyeyaṃ cintayamānasya tatpāpaṃ kṣīyate narāt||                                                 | anuṣṭubh          |
| 16         | 5        | na yamo nāntakaḥ kruddho na mṛtyur{ }bhīmavigrahaḥ|                                             | anuṣṭubh          |
| 16         | 5        | nāviśanti mahātmāno yogino balavattarāḥ||                                                       | anuṣṭubh          |
| 16         | 6        | yathā vai sarvadhātūnāṃ doṣā dahyanti dhāmyatām|                                                | anuṣṭubh          |
| 16         | 6        | tathā pāpāḥ pradahyante dhruvaṃ prāṇasya nigrahāt||                                             | anuṣṭubh          |
| 16         | 7        | aśvamedhasahasraṃ ca rājasūyaśataṃ tathā|                                                       | anuṣṭubh          |
| 16         | 7        | prāṇāyāmaśataṃ caiva na tattulyaṃ kadācana||                                                    | anuṣṭubh          |
| 16         | 8        | yajñena devān{ }āpnoti rājyaṃ vai tapasaḥ phalam|                                               | anuṣṭubh          |
| 16         | 8        | saṃnyāsād{ }brahmaṇaḥ sthānaṃ vairāgyāt{ }prakṛtālayam||                                        | anuṣṭubh          |
| 16         | 9        | jñānāt{ }prāpnoti kaivalyaṃ paraṃ brahma sanātanam|                                             | anuṣṭubh          |
| 16         | 9        | ity{ }etā gatayaḥ pañca vidhivat{ }parikīrtitāḥ||                                               | anuṣṭubh          |
| 16         | 10       | muhūrtārdhaṃ muhūrtaṃ vā yogaṃ yuñjīta yogavit|                                                 | anuṣṭubh          |
| 16         | 10       | nistaret{ }sarvapāpāni amṛtatvaṃ ca gacchati||                                                  | anuṣṭubh          |
| 16         | 11       | yuñjāno 'pi prayatnena yāvat{ }tattvaṃ na vindati|                                              | anuṣṭubh          |
| 16         | 11       | brahmaloke dhruvaṃ vāso viṣṇuloke ca sundari||                                                  | anuṣṭubh          |
| 16         | 12       | bhuktvā karmasahasrāṇi sarvakāmasamanvitaḥ|                                                     | anuṣṭubh          |
| 16         | 12       | kṣīṇapuṇyas{ }tato martye jāyate vipule kule||                                                  | anuṣṭubh          |
| 16         | 13       | yogam{ }evābhiseveta pūrvajātismaro naraḥ|                                                      | anuṣṭubh          |
| 16         | 13       | saṃsārārṇavam{ }uttīrya sa śivatvam{ }avāpnuyāt||                                               | anuṣṭubh          |
| 16         | 14       | devy{ }uvāca|*                                                                                  | speakerindication |
| 16         | 14       | yogasya vidhim{ }icchāmi śrotuṃ me puruṣottama|                                                 | anuṣṭubh          |
| 16         | 14       | dhyānadhāraṇasiddhīnāṃ kathayasva sureśvara||                                                   | anuṣṭubh          |
| 16         | 15       | maheśvara uvāca|*                                                                               | speakerindication |
| 16         | 15       | śṛṇu yogavidhiṃ vakṣye bhavapāśanikṛntanam|                                                     | anuṣṭubh          |
| 16         | 15       | śucir{ }ekāgracittas{ }tu janaśabdavivarjite|                                                   | anuṣṭubh          |
| 16         | 15       | tatrāsīnāsane yogī paramātmāna cintayet||                                                       | anuṣṭubh          |
| 16         | 16       | padmakaṃ svastikaṃ caiva niṣkalam{ }añjalis{ }tathā|                                            | anuṣṭubh          |
| 16         | 16       | ardhacandraṃ ca daṇḍaṃ ca paryaṅkaṃ bhadram{ }eva ca||                                          | anuṣṭubh          |
| 16         | 17       | etadāsanabandhena baddhvā yogaṃ samabhyaset|                                                    | anuṣṭubh          |
| 16         | 17       | samaṃ kāyaśirogrīvaṃ dhārayann{ }acalasthitaḥ||                                                 | anuṣṭubh          |
| 16         | 18       | pratyāhāras{ }tathā dhyānaṃ prāṇāyāmaś{ }ca dhāraṇā|                                            | anuṣṭubh          |
| 16         | 18       | tarkaś{ }caiva samādhiś{ }ca ṣaḍaṅgo yoga ucyate||                                              | anuṣṭubh          |
| 16         | 19       | viṣayāsaktacittānām{ }indriyāṇāṃ prati prati|                                                   | anuṣṭubh          |
| 16         | 19       | manasākarṣayed{ }yas{ }tu pratyāhāraḥ sa ucyate||                                               | anuṣṭubh          |
| 16         | 20       | śabdādiviṣayān{ }devi vartulīkṛtya dhārayet|                                                    | anuṣṭubh          |
| 16         | 20       | vītarāgaḥ samādhistho dhyeye vastuni yojayet||                                                  | anuṣṭubh          |
| 16         | 21       | ātmā dhyātā mano dhyānaṃ dhyeyaḥ śuddhaḥ paraḥ śivaḥ|                                           | anuṣṭubh          |
